text,id,from_user,iso_language_code
RT @BostonGlobe: BREAKING NEWS: Boston Marathon terror bombing suspect has been arrested.,325410254697414658,JennOnTen,en
RT @BostonGlobe: BREAKING NEWS: Boston Marathon terror bombing suspect has been arrested.,325410327036571649,gator76tbay,en
RT @BostonGlobe: BREAKING NEWS: Boston Marathon terror bombing suspect has been arrested.,325410327183364096,MimiCasper,en
RT @BostonGlobe: BREAKING NEWS: Boston Marathon terror bombing suspect has been arrested.,325410327200145409,NUBLUEYANKEE,en
RT @Slate: RT @bglobesports: RT @BostonGlobe: BREAKING NEWS: Boston Marathon terror bombing suspect has been arrested.,325410327296614400,fisdelom,en
"Marathon bomb #suspect eludes police, hunt shuts Boston down -  (Reuters) - Black... http://t.co/ISJMc7hA4S",325586012854185985,Rednekked_,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/jG3W30uRZ5,325701932083716096,mashusworld,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/aWY6LZg7Rg,325701934273134594,watercooler,en
Good info New Aerial Images Show Boston Bombing Suspect In Boat  #business #socialmedia http://t.co/iUbYIL9Tfu,325701941478973440,EZSubmitsite,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/n0Qe2LaO3a,325702031912349696,studiomontage,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/FQmTyN367i #Us #Boston #UsWorld #BostonMarathon,325702115865538560,GeekInfoNow,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/NYlQSliBFv via @mashable,325702269288992768,oxyd75,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/GJK4XEivzh,325702271591665664,digital_labz,en
#SocialMedia #Tech New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/mibpeVKzil,325702273684627456,andyramdani,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/9AaPTLXQQE,325702285621612545,Samibouni,en
#entrepreneurship New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/s6DY78uk3S via @mashable,325702287978795009,Melissa_FH,en
#entrepreneurship New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/JuGOVkMO9z via @mashable,325702294287048705,rentscout,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/JzwKsQfrTQ,325702294928764929,adclixdeals,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five imag... http://t.co/AsZQiiIMnh #business,325702363174285312,Papr8tzi,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/Ap3aw2ZpZi,325702375430057984,suave_papi,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/htcvQmpYOq,325702377279729664,amardeepyadav,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/yHPgmRsI5J,325702626169729024,adam19r,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/mZ3Xk30eeE,325702632603803648,stephenthomas29,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/Gixwyxmb40,325702633174204416,khas1,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/S5lWqLJiKU,325702635405574145,indent205,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five i... http://t.co/Ut9bzl4D0V #socialmedia,325702711729348608,nanibaba2day,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/vOTNkLeV9W,325702890297643008,PromoHostgator,en
"""@mashable: New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/yFO1DQhBof"" #Bostonmarathon #Watertown #manhunt #ManhuntBoston",325702936036524032,Bert_VdA,en
New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/vh9i91JHbl,325702950859198464,PuzyrevMaxim,en
RT @mashable: New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/dnKcQgtSoH,325702955896553472,life_of_thorax,en
RT New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five im... http://t.co/ysqAchFeHl #wookala,325702956185948160,yehiashouman,en
New Aerial Images Show Boston Bombing Suspect In Boat: Massachusetts State Police released five images taken o... http://t.co/ZLaQ807rhR,325702958786441216,crowdhunters,en
"Bombing suspect unable to speak - He is sedated, intubated in hospital Feds could seek death penalty He is in seri... http://t.co/LMQx8dK9Bo",325917940564250624,HotSpotRetreats,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He i... http://t.co/MtOsqT19RV #news",325927476566032385,BryanGuckavan,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/tczJIcnQDq",325946283368013824,newsontwit,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/eOoBf9mdvx",325946633986641920,BozoLivesHere,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/tmXmNKSiYt",325946659739668480,kamigao,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/rCx2YDO50L",325946918842818560,FuturTart,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/SKqF20sLrB",325947086145212416,MtgMistress,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/gVcphbt35o",325947301745029121,News_Maker_2010,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/ucv7YUVZRO",325947340777222145,mhoang2609,en
"Bombing suspect unable to speak: He is sedated, intubated in hospital
Feds could seek death penalty
He is in s... http://t.co/EcXQxNM4Al",325947343281205248,TMAPCEO,en
RT @geoff_deweaver: New Aerial Images Show Boston Bombing Suspect In Boat http://t.co/2ddNpvzwr1,326228987233841152,Jonna_Badiable,en
